id_student,gender,highest_education,age_band,num_of_prev_attempts,studied_credits,final_result,avg_score,total_click,needs_remedial
614930,M,A Level or Equivalent,0-35,0,60,Withdrawn,57.2,682,1
614949,F,HE Qualification,0-35,0,60,Pass,68.0,1110,0
615075,M,A Level or Equivalent,0-35,0,60,Distinction,89.125,1881,0
615184,M,Lower Than A Level,0-35,0,90,Fail,74.5,606,1
615438,F,Lower Than A Level,0-35,0,60,Withdrawn,79.0,323,1
616334,M,Lower Than A Level,0-35,0,90,Fail,44.833333333333336,688,1
616542,M,A Level or Equivalent,0-35,0,70,Pass,65.0,682,0
616862,F,A Level or Equivalent,0-35,0,60,Withdrawn,35.0,309,1
616870,M,Lower Than A Level,35-55,0,60,Pass,84.375,9422,0
616952,F,Lower Than A Level,35-55,0,60,Pass,66.2,2339,0
617265,M,Lower Than A Level,0-35,0,60,Withdrawn,53.0,296,1
617327,F,A Level or Equivalent,0-35,0,60,Pass,46.77777777777778,585,0
617442,M,A Level or Equivalent,0-35,0,60,Pass,82.8,1937,0
617619,M,HE Qualification,35-55,0,120,Fail,76.66666666666667,1411,1
617699,F,HE Qualification,0-35,0,60,Pass,75.71428571428571,2043,0
617771,F,A Level or Equivalent,0-35,0,60,Withdrawn,45.0,144,1
617781,M,HE Qualification,35-55,0,90,Pass,56.0,1448,0
617801,M,A Level or Equivalent,35-55,0,60,Pass,77.14285714285714,1476,0
617880,F,HE Qualification,35-55,0,60,Pass,62.285714285714285,974,0
617897,M,Lower Than A Level,0-35,0,60,Fail,64.0,320,1
618131,M,A Level or Equivalent,0-35,0,60,Fail,52.0,140,1
618171,M,Lower Than A Level,0-35,0,90,Fail,73.0,637,1
618295,M,HE Qualification,0-35,0,60,Pass,74.28571428571429,1607,0
618377,M,A Level or Equivalent,0-35,0,60,Pass,70.14285714285714,440,0
618583,F,A Level or Equivalent,0-35,0,90,Withdrawn,86.0,1465,1
618649,F,A Level or Equivalent,0-35,0,90,Pass,76.1875,1608,0
618675,M,Lower Than A Level,35-55,0,60,Fail,54.8,448,1
618682,F,Lower Than A Level,0-35,0,60,Withdrawn,26.0,337,1
618683,M,HE Qualification,35-55,0,60,Distinction,97.33333333333333,7006,0
618696,M,A Level or Equivalent,0-35,0,60,Fail,59.0,516,1
618845,F,A Level or Equivalent,0-35,0,60,Pass,77.71428571428571,1422,0
618937,M,A Level or Equivalent,0-35,0,60,Pass,88.0,1211,0
618940,F,HE Qualification,35-55,0,60,Distinction,86.0,1772,0
618968,M,A Level or Equivalent,0-35,0,60,Withdrawn,56.0,164,1
619359,M,HE Qualification,0-35,0,60,Distinction,67.3125,1401,0
619382,M,HE Qualification,0-35,0,60,Withdrawn,56.0,297,1
619403,F,HE Qualification,0-35,0,60,Pass,68.85714285714286,2160,0
619851,F,A Level or Equivalent,0-35,0,60,Withdrawn,42.0,516,1
619964,F,A Level or Equivalent,0-35,0,60,Withdrawn,65.0,242,1
620060,F,A Level or Equivalent,0-35,0,60,Withdrawn,74.33333333333333,274,1
620102,M,Lower Than A Level,0-35,0,60,Fail,75.33333333333333,921,1
620159,M,HE Qualification,35-55,0,60,Pass,67.0,938,0
620231,M,HE Qualification,0-35,0,60,Pass,61.3125,1918,0
620243,M,Lower Than A Level,0-35,0,90,Pass,67.33333333333333,385,0
620337,F,HE Qualification,35-55,0,120,Fail,59.142857142857146,5791,1
620437,F,A Level or Equivalent,0-35,0,60,Fail,46.714285714285715,2581,1
620608,F,A Level or Equivalent,0-35,0,60,Fail,62.6,1610,1
620630,M,Lower Than A Level,55<=,0,60,Pass,87.57142857142857,2937,0
620658,M,A Level or Equivalent,0-35,0,60,Pass,73.2,701,0
620734,M,HE Qualification,0-35,0,60,Distinction,89.71428571428571,1444,0
620820,M,A Level or Equivalent,35-55,0,60,Distinction,93.28571428571429,1875,0
620892,M,Lower Than A Level,0-35,0,60,Fail,45.333333333333336,507,1
620925,F,A Level or Equivalent,0-35,0,60,Withdrawn,57.0,42,1
620951,M,Lower Than A Level,35-55,0,60,Withdrawn,71.0,173,1
620974,F,A Level or Equivalent,0-35,0,90,Withdrawn,52.22222222222222,1680,1
621004,M,A Level or Equivalent,0-35,0,60,Pass,60.666666666666664,436,0
621010,M,Lower Than A Level,0-35,0,60,Pass,73.42857142857143,1370,0
621300,M,A Level or Equivalent,0-35,0,90,Distinction,68.8125,1323,0
621352,M,A Level or Equivalent,0-35,0,60,Fail,69.5,631,1
621442,M,Lower Than A Level,0-35,0,60,Pass,55.8,416,0
621457,M,A Level or Equivalent,35-55,0,60,Distinction,73.14285714285714,2235,0
621615,M,HE Qualification,0-35,0,60,Distinction,75.28571428571429,2598,0
621659,F,Lower Than A Level,0-35,0,60,Withdrawn,54.2,1529,1
621699,F,Lower Than A Level,0-35,0,60,Pass,66.42857142857143,653,0
621883,M,Lower Than A Level,0-35,0,60,Distinction,82.42857142857143,2803,0
621908,M,Lower Than A Level,0-35,0,60,Fail,46.57142857142857,424,1
622086,M,HE Qualification,35-55,0,60,Pass,49.0,450,0
622175,F,A Level or Equivalent,0-35,0,120,Fail,54.666666666666664,1070,1
622192,F,A Level or Equivalent,0-35,0,60,Distinction,84.1875,1707,0
622215,F,A Level or Equivalent,0-35,0,90,Pass,43.18181818181818,921,0
622225,M,A Level or Equivalent,0-35,0,60,Fail,41.0,310,1
622413,F,Lower Than A Level,0-35,0,60,Pass,53.0,1066,0
622435,M,A Level or Equivalent,0-35,0,60,Fail,69.5,1415,1
622499,M,A Level or Equivalent,0-35,0,60,Withdrawn,10.0,350,1
622541,M,HE Qualification,0-35,0,60,Pass,59.9375,2194,0
622571,M,A Level or Equivalent,0-35,0,60,Fail,55.8,229,1
622614,M,Lower Than A Level,0-35,0,60,Fail,56.0,312,1
622626,F,A Level or Equivalent,0-35,0,120,Withdrawn,70.71428571428571,332,1
622657,M,Lower Than A Level,35-55,0,60,Fail,36.0,340,1
622724,M,Lower Than A Level,0-35,0,60,Pass,88.42857142857143,977,0
622764,F,A Level or Equivalent,35-55,0,60,Distinction,87.85714285714286,2162,0
622790,M,HE Qualification,0-35,0,60,Withdrawn,61.0,686,1
622844,F,A Level or Equivalent,0-35,0,60,Withdrawn,34.0,527,1
622851,M,A Level or Equivalent,0-35,0,60,Fail,67.0,108,1
622900,F,HE Qualification,0-35,0,60,Fail,67.33333333333333,152,1
623008,M,A Level or Equivalent,35-55,0,60,Pass,60.0,518,0
623052,F,A Level or Equivalent,35-55,0,90,Withdrawn,94.61538461538461,8143,1
623164,F,A Level or Equivalent,0-35,0,60,Pass,79.57142857142857,1645,0
623210,M,A Level or Equivalent,0-35,0,60,Fail,40.57142857142857,480,1
623257,M,A Level or Equivalent,0-35,0,60,Withdrawn,90.25,351,1
623514,F,HE Qualification,35-55,0,60,Pass,68.28571428571429,1789,0
623541,M,A Level or Equivalent,0-35,0,60,Pass,74.6,961,0
623585,M,Lower Than A Level,0-35,0,60,Pass,68.8,1188,0
623740,M,A Level or Equivalent,0-35,0,60,Withdrawn,48.5,187,1
623815,F,A Level or Equivalent,35-55,0,90,Pass,68.16666666666667,3812,0
623826,M,A Level or Equivalent,0-35,0,90,Distinction,88.85714285714286,1085,0
623917,M,Lower Than A Level,35-55,0,120,Fail,60.333333333333336,1312,1
623931,F,HE Qualification,0-35,0,60,Pass,71.14285714285714,859,0
623932,M,A Level or Equivalent,0-35,0,60,Fail,78.0,882,1
624007,M,A Level or Equivalent,0-35,0,60,Pass,89.28571428571429,1280,0
624052,M,A Level or Equivalent,0-35,0,60,Pass,80.42857142857143,2857,0
624078,F,A Level or Equivalent,0-35,0,60,Fail,79.5,1405,1
624093,M,A Level or Equivalent,35-55,0,60,Withdrawn,45.0,283,1
624105,M,Lower Than A Level,35-55,0,60,Fail,18.0,366,1
624156,M,A Level or Equivalent,0-35,0,60,Pass,52.375,3079,0
624358,F,Lower Than A Level,0-35,0,60,Pass,62.714285714285715,2015,0
624407,M,A Level or Equivalent,0-35,0,120,Fail,63.75,209,1
624476,F,A Level or Equivalent,0-35,0,60,Withdrawn,72.33333333333333,341,1
624493,M,Lower Than A Level,0-35,0,60,Distinction,90.0,2202,0
624570,M,Lower Than A Level,35-55,0,60,Fail,10.0,1530,1
624585,M,Lower Than A Level,0-35,0,60,Pass,52.0,1208,0
624610,F,A Level or Equivalent,0-35,0,60,Withdrawn,84.4,1741,1
624730,M,Lower Than A Level,0-35,0,90,Fail,28.6,330,1
624789,M,HE Qualification,0-35,0,60,Pass,78.73333333333333,6428,0
624804,F,A Level or Equivalent,0-35,0,60,Pass,67.85714285714286,667,0
624829,M,Lower Than A Level,35-55,0,60,Fail,69.0,248,1
624839,M,Lower Than A Level,0-35,0,60,Pass,75.28571428571429,1326,0
624881,F,Post Graduate Qualification,0-35,0,60,Pass,79.85714285714286,3061,0
624921,M,Lower Than A Level,0-35,0,60,Withdrawn,39.0,249,1
624927,M,HE Qualification,0-35,0,60,Distinction,83.875,1514,0
624944,F,Lower Than A Level,0-35,0,120,Withdrawn,26.0,171,1
625035,M,Lower Than A Level,35-55,0,60,Distinction,96.28571428571429,3547,0
625098,M,Lower Than A Level,0-35,0,60,Fail,69.5,358,1
625218,F,A Level or Equivalent,0-35,0,60,Distinction,88.85714285714286,4002,0
625263,F,HE Qualification,0-35,0,60,Pass,80.25,2236,0
625427,M,A Level or Equivalent,0-35,0,60,Pass,85.42857142857143,2304,0
625615,M,A Level or Equivalent,0-35,0,60,Fail,39.333333333333336,483,1
625714,M,HE Qualification,0-35,0,90,Pass,56.333333333333336,712,0
625748,M,HE Qualification,0-35,0,60,Pass,84.14285714285714,1087,0
625864,F,Lower Than A Level,35-55,0,60,Pass,84.14285714285714,1544,0
625874,F,A Level or Equivalent,0-35,0,60,Withdrawn,79.66666666666667,257,1
625902,F,A Level or Equivalent,0-35,0,60,Withdrawn,83.0,183,1
625983,M,Lower Than A Level,0-35,0,60,Withdrawn,48.0,427,1
626018,F,A Level or Equivalent,0-35,0,60,Fail,50.0,1553,1
626040,M,A Level or Equivalent,0-35,0,60,Fail,54.0,430,1
626049,M,HE Qualification,0-35,0,60,Withdrawn,79.5,257,1
626061,F,A Level or Equivalent,0-35,0,120,Pass,54.57142857142857,312,0
626114,F,Lower Than A Level,0-35,0,60,Distinction,92.42857142857143,2157,0
626146,F,A Level or Equivalent,0-35,0,60,Pass,83.83333333333333,1260,0
626172,F,A Level or Equivalent,0-35,0,60,Distinction,87.71428571428571,1202,0
626192,M,HE Qualification,0-35,0,60,Pass,85.14285714285714,1103,0
626217,F,A Level or Equivalent,0-35,0,60,Fail,39.333333333333336,729,1
626238,M,HE Qualification,0-35,0,60,Pass,87.85714285714286,1209,0
626348,M,A Level or Equivalent,0-35,0,60,Withdrawn,53.0,1074,1
626405,M,A Level or Equivalent,0-35,0,60,Fail,73.25,646,1
626417,M,Lower Than A Level,0-35,0,90,Distinction,81.83333333333333,2034,0
626450,M,A Level or Equivalent,35-55,0,60,Distinction,88.85714285714286,2145,0
626546,M,A Level or Equivalent,0-35,0,60,Withdrawn,56.666666666666664,763,1
626556,M,HE Qualification,0-35,0,60,Pass,82.0,742,0
626607,F,Lower Than A Level,0-35,0,60,Withdrawn,32.666666666666664,1610,1
626679,F,Lower Than A Level,0-35,0,60,Fail,82.5,1892,1
626723,F,A Level or Equivalent,0-35,0,60,Fail,58.0,324,1
626798,M,Lower Than A Level,0-35,0,60,Withdrawn,15.0,71,1
626852,M,Lower Than A Level,35-55,0,60,Pass,65.14285714285714,735,0
626885,M,A Level or Equivalent,0-35,0,60,Pass,78.5,1772,0
626889,F,A Level or Equivalent,0-35,0,60,Pass,54.285714285714285,703,0
626979,M,Lower Than A Level,0-35,0,60,Fail,50.285714285714285,799,1
627021,M,HE Qualification,0-35,0,60,Pass,72.85714285714286,502,0
627071,M,A Level or Equivalent,35-55,0,60,Withdrawn,77.25,1036,1
627100,M,A Level or Equivalent,0-35,0,60,Pass,68.6,1607,0
627173,F,A Level or Equivalent,0-35,0,120,Fail,63.25,256,1
627184,M,A Level or Equivalent,0-35,0,60,Pass,57.166666666666664,1278,0
627276,F,A Level or Equivalent,0-35,0,60,Pass,66.85714285714286,1129,0
627322,M,HE Qualification,0-35,0,60,Distinction,85.14285714285714,1892,0
627333,M,Lower Than A Level,35-55,0,120,Pass,60.0,808,0
627367,F,A Level or Equivalent,0-35,0,60,Withdrawn,79.57142857142857,885,1
627397,M,A Level or Equivalent,0-35,0,60,Distinction,86.85714285714286,1295,0
627416,F,A Level or Equivalent,0-35,0,60,Withdrawn,74.8,648,1
627536,M,HE Qualification,0-35,0,60,Distinction,81.6,450,0
627581,M,Lower Than A Level,35-55,0,60,Fail,37.44444444444444,993,1
627638,M,Lower Than A Level,0-35,0,60,Withdrawn,68.0,1040,1
627655,F,A Level or Equivalent,0-35,0,60,Fail,55.0,101,1
627772,F,A Level or Equivalent,0-35,0,60,Pass,80.57142857142857,865,0
627879,M,A Level or Equivalent,0-35,0,60,Pass,53.714285714285715,1071,0
627882,F,A Level or Equivalent,0-35,0,60,Distinction,91.42857142857143,2623,0
627891,M,A Level or Equivalent,0-35,0,60,Pass,44.857142857142854,307,0
627924,M,HE Qualification,0-35,0,60,Withdrawn,81.2,422,1
628008,M,Lower Than A Level,0-35,0,60,Pass,69.57142857142857,989,0
628099,M,A Level or Equivalent,0-35,0,60,Pass,75.57142857142857,1307,0
628216,M,Lower Than A Level,0-35,0,60,Distinction,74.85714285714286,1497,0
628246,M,A Level or Equivalent,35-55,0,60,Pass,83.0,1047,0
628333,F,A Level or Equivalent,0-35,0,60,Pass,65.57142857142857,851,0
628347,F,A Level or Equivalent,0-35,0,60,Pass,73.0,691,0
628376,M,HE Qualification,0-35,0,60,Pass,80.26666666666667,1353,0
628386,M,A Level or Equivalent,0-35,0,60,Pass,70.42857142857143,1383,0
628437,M,A Level or Equivalent,0-35,0,120,Withdrawn,78.57142857142857,1591,1
628502,F,A Level or Equivalent,0-35,0,60,Pass,85.57142857142857,1490,0
628575,M,A Level or Equivalent,0-35,0,90,Distinction,68.07142857142857,1232,0
628642,M,Lower Than A Level,35-55,0,60,Pass,58.0,644,0
628806,M,A Level or Equivalent,0-35,0,60,Distinction,93.4,2690,0
628835,F,Lower Than A Level,35-55,0,60,Pass,54.142857142857146,2575,0
628841,M,Lower Than A Level,0-35,0,120,Withdrawn,60.416666666666664,3500,1
628875,F,Lower Than A Level,0-35,0,60,Pass,85.4,719,0
628915,F,HE Qualification,35-55,0,60,Distinction,89.85714285714286,3001,0
628956,M,A Level or Equivalent,0-35,0,60,Pass,85.28571428571429,1071,0
629000,M,A Level or Equivalent,0-35,0,60,Fail,70.5,259,1
629039,M,A Level or Equivalent,0-35,0,60,Withdrawn,80.0,350,1
629055,M,A Level or Equivalent,0-35,0,60,Pass,85.71428571428571,739,0
629405,M,A Level or Equivalent,0-35,0,60,Pass,83.125,6538,0
629452,M,HE Qualification,35-55,0,60,Distinction,88.57142857142857,2967,0
629454,M,A Level or Equivalent,35-55,0,60,Withdrawn,78.25,827,1
629632,F,A Level or Equivalent,0-35,0,90,Withdrawn,38.0,2569,1
629696,M,HE Qualification,0-35,0,90,Distinction,83.38095238095238,4101,0
629699,M,A Level or Equivalent,0-35,0,60,Fail,39.42857142857143,739,1
629702,M,A Level or Equivalent,35-55,0,60,Withdrawn,87.0,164,1
629725,M,A Level or Equivalent,0-35,0,60,Pass,76.83333333333333,757,0
629773,M,A Level or Equivalent,0-35,0,90,Withdrawn,85.0,303,1
629822,M,Lower Than A Level,0-35,0,60,Pass,51.375,508,0
629876,M,Lower Than A Level,0-35,0,60,Fail,61.142857142857146,472,1
629877,M,A Level or Equivalent,0-35,0,60,Distinction,88.14285714285714,1893,0
629898,F,A Level or Equivalent,0-35,0,60,Pass,59.0,1425,0
629921,F,A Level or Equivalent,0-35,0,60,Pass,75.28571428571429,1382,0
630073,M,HE Qualification,0-35,0,60,Pass,72.4,1393,0
630152,M,A Level or Equivalent,0-35,0,90,Fail,43.25,291,1
630178,M,Lower Than A Level,0-35,0,90,Pass,65.83333333333333,1745,0
630195,M,A Level or Equivalent,0-35,0,60,Withdrawn,83.0,311,1
630200,F,A Level or Equivalent,0-35,0,90,Pass,48.36842105263158,884,0
630301,M,Lower Than A Level,0-35,0,60,Fail,80.0,623,1
630359,M,A Level or Equivalent,0-35,0,60,Withdrawn,47.75,78,1
630432,F,A Level or Equivalent,0-35,0,60,Pass,82.57142857142857,1079,0
630596,F,HE Qualification,35-55,0,60,Distinction,94.71428571428571,3572,0
630613,F,A Level or Equivalent,0-35,0,90,Pass,81.53333333333333,5456,0
630774,M,Lower Than A Level,0-35,0,60,Pass,81.85714285714286,924,0
630818,F,Lower Than A Level,0-35,0,60,Distinction,93.28571428571429,2584,0
630935,M,Lower Than A Level,35-55,0,60,Pass,80.5,3414,0
630948,F,HE Qualification,35-55,0,60,Pass,83.0,1460,0
631029,M,A Level or Equivalent,0-35,0,60,Fail,59.8,321,1
631131,M,A Level or Equivalent,0-35,0,120,Pass,74.28571428571429,1775,0
631207,F,Lower Than A Level,0-35,0,60,Fail,54.714285714285715,531,1
631240,M,A Level or Equivalent,0-35,0,60,Withdrawn,45.166666666666664,1310,1
631257,M,A Level or Equivalent,0-35,0,60,Pass,64.57142857142857,378,0
631299,M,A Level or Equivalent,0-35,0,60,Fail,45.0,304,1
631355,M,HE Qualification,35-55,0,60,Fail,85.0,388,1
631513,M,A Level or Equivalent,0-35,0,60,Withdrawn,77.2,484,1
631514,M,Lower Than A Level,0-35,0,60,Pass,58.142857142857146,1265,0
631527,M,Lower Than A Level,0-35,0,60,Withdrawn,25.0,315,1
631569,M,HE Qualification,35-55,0,90,Pass,74.14285714285714,985,0
631623,M,A Level or Equivalent,0-35,0,60,Withdrawn,56.0,241,1
631670,M,HE Qualification,0-35,0,60,Pass,84.57142857142857,1323,0
631749,M,Lower Than A Level,0-35,0,60,Withdrawn,54.0,165,1
631771,M,HE Qualification,0-35,0,60,Distinction,93.8125,4256,0
631813,M,HE Qualification,0-35,0,60,Fail,60.25,255,1
631846,F,A Level or Equivalent,0-35,0,60,Withdrawn,57.0,623,1
631945,F,HE Qualification,0-35,0,60,Fail,54.666666666666664,346,1
632115,M,Lower Than A Level,0-35,0,60,Fail,76.0,404,1
632125,F,Lower Than A Level,35-55,0,60,Fail,65.0,2142,1
632195,F,A Level or Equivalent,0-35,0,60,Fail,69.4,973,1
632205,M,A Level or Equivalent,0-35,0,60,Pass,82.28571428571429,642,0
632215,M,A Level or Equivalent,0-35,0,60,Distinction,95.85714285714286,5380,0
632260,F,Lower Than A Level,0-35,0,150,Withdrawn,67.0,151,1
632305,M,A Level or Equivalent,0-35,0,60,Pass,72.57142857142857,263,0
632314,F,A Level or Equivalent,0-35,0,60,Withdrawn,52.36363636363637,1360,1
632463,F,Lower Than A Level,0-35,0,60,Fail,38.5,1369,1
632469,F,Lower Than A Level,0-35,0,60,Withdrawn,58.0,222,1
632473,F,A Level or Equivalent,35-55,0,120,Withdrawn,100.0,464,1
632482,M,A Level or Equivalent,0-35,0,60,Fail,29.5,173,1
632486,F,A Level or Equivalent,0-35,0,90,Withdrawn,62.5,513,1
632504,M,Lower Than A Level,0-35,0,60,Fail,53.0,67,1
632551,M,A Level or Equivalent,35-55,0,60,Fail,59.857142857142854,1590,1
632680,F,A Level or Equivalent,0-35,0,60,Distinction,91.42857142857143,964,0
632725,F,A Level or Equivalent,0-35,0,60,Fail,28.0,151,1
632741,M,A Level or Equivalent,0-35,0,60,Pass,71.14285714285714,2651,0
632790,M,HE Qualification,0-35,0,60,Pass,78.42857142857143,1240,0
632793,F,A Level or Equivalent,0-35,0,60,Withdrawn,58.333333333333336,1164,1
632814,F,Lower Than A Level,0-35,0,120,Fail,42.0,273,1
632845,F,HE Qualification,0-35,0,60,Pass,88.28571428571429,2222,0
632856,M,A Level or Equivalent,0-35,0,90,Withdrawn,39.166666666666664,830,1
632898,M,Lower Than A Level,0-35,0,60,Fail,66.33333333333333,344,1
633008,M,Post Graduate Qualification,35-55,0,60,Distinction,94.1875,3382,0
633214,M,A Level or Equivalent,0-35,0,60,Fail,79.66666666666667,428,1
633273,F,Lower Than A Level,0-35,0,60,Withdrawn,44.0,1211,1
633331,F,A Level or Equivalent,0-35,0,60,Withdrawn,74.5,583,1
633341,F,A Level or Equivalent,0-35,0,90,Withdrawn,26.0,659,1
633355,F,Lower Than A Level,0-35,0,60,Pass,83.71428571428571,806,0
633368,F,Lower Than A Level,0-35,0,60,Pass,55.142857142857146,674,0
633384,M,Lower Than A Level,0-35,0,90,Withdrawn,55.857142857142854,949,1
633467,M,Lower Than A Level,0-35,0,60,Pass,60.142857142857146,1598,0
633510,F,A Level or Equivalent,0-35,0,60,Fail,72.0,123,1
633591,F,A Level or Equivalent,0-35,0,60,Pass,77.42857142857143,1639,0
633618,M,A Level or Equivalent,0-35,0,60,Withdrawn,84.9090909090909,1215,1
633763,M,A Level or Equivalent,35-55,0,60,Pass,63.857142857142854,1351,0
633764,F,A Level or Equivalent,0-35,0,60,Pass,74.42857142857143,979,0
633864,M,A Level or Equivalent,0-35,0,60,Distinction,87.8,1246,0
633921,M,Lower Than A Level,0-35,0,60,Pass,84.85714285714286,1177,0
634094,F,A Level or Equivalent,0-35,0,60,Pass,68.63636363636364,1710,0
634106,M,A Level or Equivalent,35-55,0,90,Pass,65.42857142857143,1357,0
634178,M,Lower Than A Level,0-35,0,60,Pass,82.0,1356,0
634246,F,A Level or Equivalent,0-35,0,60,Pass,56.333333333333336,802,0
634278,M,Lower Than A Level,0-35,0,60,Fail,65.66666666666667,621,1
634351,M,A Level or Equivalent,0-35,0,60,Pass,83.4375,1390,0
634397,M,Lower Than A Level,0-35,0,60,Fail,59.4,765,1
634508,M,A Level or Equivalent,0-35,0,60,Withdrawn,70.125,2763,1
634596,F,A Level or Equivalent,0-35,0,60,Pass,84.16666666666667,1333,0
634648,M,A Level or Equivalent,0-35,0,60,Pass,60.8125,1868,0
634681,M,A Level or Equivalent,35-55,0,120,Distinction,94.57142857142857,1084,0
634816,M,HE Qualification,0-35,0,120,Withdrawn,87.0,1316,1
634824,M,A Level or Equivalent,0-35,0,60,Pass,64.125,1624,0
634909,M,A Level or Equivalent,0-35,0,60,Fail,87.5,141,1
635058,M,A Level or Equivalent,0-35,0,60,Distinction,84.42857142857143,1377,0
635100,M,A Level or Equivalent,0-35,0,60,Pass,73.14285714285714,464,0
635141,M,HE Qualification,0-35,0,60,Pass,73.14285714285714,1317,0
669530,F,HE Qualification,55<=,0,90,Withdrawn,56.75,9009,1
879295,M,HE Qualification,55<=,1,60,Distinction,51.714285714285715,253,0
909056,M,HE Qualification,55<=,0,60,Pass,88.14285714285714,1726,0
963176,M,A Level or Equivalent,35-55,0,60,Withdrawn,62.0,398,1
1031884,M,A Level or Equivalent,35-55,0,60,Distinction,92.6875,2801,0
1033968,F,No Formal quals,35-55,1,60,Withdrawn,60.0,143,1
1049036,M,A Level or Equivalent,35-55,0,120,Pass,76.28571428571429,1185,0
1332356,M,HE Qualification,35-55,0,60,Distinction,78.13333333333334,1646,0
1531649,F,HE Qualification,35-55,0,60,Withdrawn,78.0,755,1
1549107,M,Lower Than A Level,55<=,0,60,Pass,76.4,1769,0
1552044,M,A Level or Equivalent,35-55,0,60,Distinction,77.08333333333333,2968,0
1554143,M,A Level or Equivalent,35-55,2,150,Withdrawn,76.63636363636364,2029,1
1591864,F,HE Qualification,35-55,0,60,Withdrawn,75.07692307692308,2699,1
1592048,M,HE Qualification,55<=,1,120,Distinction,92.75,5990,0
1612600,M,Lower Than A Level,35-55,0,90,Pass,84.33333333333333,5111,0
1624025,F,A Level or Equivalent,35-55,0,60,Withdrawn,85.9,2844,1
1668372,F,Lower Than A Level,35-55,1,60,Withdrawn,61.333333333333336,591,1
1671208,M,Lower Than A Level,35-55,0,60,Withdrawn,85.0,926,1
1671761,M,A Level or Equivalent,35-55,0,60,Fail,66.0,856,1
1671811,M,A Level or Equivalent,35-55,0,90,Pass,65.8125,2894,0
1735651,M,Lower Than A Level,35-55,0,60,Pass,52.0,1919,0
1735653,F,A Level or Equivalent,35-55,1,240,Pass,64.33333333333333,242,0
1763186,M,Lower Than A Level,35-55,0,120,Pass,80.42857142857143,1722,0
1767786,M,HE Qualification,55<=,0,60,Withdrawn,81.0,397,1
1777223,F,Lower Than A Level,35-55,0,60,Withdrawn,73.11111111111111,931,1
1804143,M,A Level or Equivalent,35-55,1,60,Withdrawn,63.9,1298,1
1826729,M,HE Qualification,55<=,0,120,Pass,27.0,179,0
1843355,M,Lower Than A Level,35-55,1,60,Fail,39.18181818181818,2006,1
1845093,F,A Level or Equivalent,35-55,2,150,Withdrawn,56.0,345,1
1874160,M,Lower Than A Level,35-55,0,60,Pass,85.4375,8425,0
1916140,F,A Level or Equivalent,35-55,0,60,Pass,79.88888888888889,3885,0
1939179,F,Lower Than A Level,35-55,0,210,Fail,41.0,4139,1
1945434,F,A Level or Equivalent,35-55,0,60,Pass,83.57142857142857,863,0
1951727,M,A Level or Equivalent,0-35,0,60,Pass,93.14285714285714,1146,0
1962854,M,A Level or Equivalent,35-55,1,60,Pass,77.16666666666667,1531,0
1981053,M,A Level or Equivalent,35-55,0,120,Withdrawn,79.85714285714286,909,1
1986370,F,HE Qualification,35-55,0,60,Withdrawn,72.75,1457,1
2001102,F,Lower Than A Level,35-55,1,120,Withdrawn,37.75,1485,1
2002727,M,A Level or Equivalent,0-35,1,60,Fail,80.5,178,1
2043916,M,Lower Than A Level,35-55,1,120,Withdrawn,61.0,139,1
2046628,M,HE Qualification,35-55,2,120,Withdrawn,41.0,2266,1
2077023,M,Lower Than A Level,0-35,0,130,Pass,68.28571428571429,710,0
2080340,M,Lower Than A Level,35-55,0,60,Fail,58.666666666666664,751,1
2087698,F,Lower Than A Level,35-55,0,60,Distinction,90.42857142857143,2908,0
2091387,M,HE Qualification,35-55,0,90,Distinction,89.42857142857143,1224,0
2109013,F,HE Qualification,35-55,1,70,Withdrawn,53.0,288,1
2110039,M,Lower Than A Level,35-55,1,90,Withdrawn,30.0,300,1
2162388,M,A Level or Equivalent,0-35,0,60,Fail,64.0,191,1
2172136,M,A Level or Equivalent,0-35,0,60,Distinction,95.21428571428571,2025,0
2173688,M,Lower Than A Level,35-55,0,60,Fail,53.0,181,1
2188469,F,A Level or Equivalent,0-35,0,75,Fail,80.0,183,1
2210989,M,A Level or Equivalent,0-35,0,60,Distinction,83.0,749,0
2228206,M,A Level or Equivalent,35-55,2,170,Withdrawn,81.25,1234,1
2231018,M,Lower Than A Level,35-55,0,60,Pass,78.0,1064,0
2261142,F,A Level or Equivalent,0-35,0,60,Fail,54.8,1662,1
2265935,F,A Level or Equivalent,35-55,0,60,Withdrawn,75.6,1231,1
2266889,M,A Level or Equivalent,35-55,0,60,Pass,79.16666666666667,621,0
2301511,F,Lower Than A Level,35-55,0,60,Fail,56.0,1112,1
2305957,F,HE Qualification,0-35,1,150,Withdrawn,49.0,91,1
2306519,M,HE Qualification,35-55,0,60,Pass,67.42857142857143,545,0
2333244,F,HE Qualification,35-55,0,60,Withdrawn,91.63636363636364,2900,1
2336922,F,A Level or Equivalent,35-55,1,120,Pass,87.57142857142857,2594,0
2343809,F,A Level or Equivalent,0-35,1,150,Pass,68.57142857142857,875,0
2348961,M,A Level or Equivalent,35-55,0,120,Pass,64.85714285714286,557,0
2356318,F,A Level or Equivalent,0-35,0,60,Fail,48.4,393,1
2366701,F,HE Qualification,35-55,2,180,Withdrawn,22.0,28,1
2394090,F,A Level or Equivalent,0-35,0,90,Distinction,76.75,2221,0
2399951,F,Lower Than A Level,35-55,1,120,Fail,58.333333333333336,1038,1
