user_id,subject,topic,difficulty_level,total_questions,correct_answers,wrong_answers,topic_accuracy,attempt_count,study_duration_minutes,pre_test_score,post_test_score,improvement_score,mastery_level,needs_remedial,recommended_action,remediation_material_id,interaction_date
U00969,English,Tenses,easy,20,15,5,75.0,4,42,68.62,76.72,8.1,partial,0,review,M0041,2026-04-21
U00970,Mathematics,Geometry,medium,15,6,9,40.0,2,54,33.73,63.3,29.57,weak,1,remedial,M0008,2026-01-28
U00971,English,Reading Comprehension,medium,10,5,5,50.0,2,40,50.16,63.54,13.38,weak,1,remedial,M0038,2026-01-25
U00972,Science,Force and Motion,easy,15,6,9,40.0,2,31,37.75,60.8,23.05,weak,1,remedial,M0050,2026-02-10
U00973,Programming,Loops,easy,15,10,5,66.67,1,44,58.86,62.69,3.83,partial,0,review,M0023,2026-04-21
U00974,Mathematics,Linear Equations,hard,10,1,9,10.0,4,49,6.51,24.08,17.57,weak,1,remedial,M0013,2026-02-07
U00975,Programming,Loops,medium,10,6,4,60.0,2,32,66.72,79.18,12.46,partial,0,review,M0024,2026-03-05
U00976,Business,Business Communication,medium,20,5,15,25.0,4,43,30.68,56.52,25.84,weak,1,remedial,M0089,2026-01-03
U00977,English,Vocabulary,medium,10,4,6,40.0,3,44,32.35,44.96,12.61,weak,1,remedial,M0032,2026-04-10
U00978,English,Reading Comprehension,medium,10,5,5,50.0,2,46,45.67,70.88,25.21,weak,1,remedial,M0039,2026-02-28
U00979,Science,Matter,easy,10,8,2,80.0,1,44,82.3,83.78,1.48,mastered,0,continue,M0058,2026-02-12
U00980,English,Grammar,medium,20,5,15,25.0,2,44,22.01,54.7,32.69,weak,1,remedial,M0036,2026-02-20
U00981,Programming,Variables,medium,5,2,3,40.0,1,32,44.96,63.31,18.35,weak,1,remedial,M0018,2026-04-19
U00982,Science,Energy,easy,10,8,2,80.0,1,54,86.99,87.27,0.28,mastered,0,continue,M0054,2026-05-30
U00983,Digital Literacy,Data Privacy,medium,20,8,12,40.0,4,51,39.25,51.56,12.31,weak,1,remedial,M0066,2026-01-21
U00984,Programming,Loops,medium,5,4,1,80.0,1,30,77.42,79.39,1.97,mastered,0,continue,M0024,2026-05-23
U00985,Digital Literacy,Data Privacy,hard,15,8,7,53.33,5,57,60.77,79.82,19.05,weak,1,remedial,M0064,2026-01-15
U00986,English,Vocabulary,medium,10,6,4,60.0,1,48,53.4,59.17,5.77,partial,0,review,M0031,2026-05-23
U00987,Digital Literacy,Data Privacy,medium,10,6,4,60.0,2,66,67.18,73.12,5.94,partial,0,review,M0065,2026-04-03
U00988,English,Tenses,easy,10,9,1,90.0,1,13,92.04,95.08,3.04,mastered,0,continue,M0041,2026-05-10
U00989,Programming,Loops,hard,5,0,5,0.0,5,84,0,32.17,32.17,weak,1,remedial,M0023,2026-04-27
U00990,Mathematics,Algebra Basics,medium,10,5,5,50.0,3,67,48.87,76.46,27.59,weak,1,remedial,M0006,2026-04-22
U00991,Digital Literacy,Internet Safety,hard,5,3,2,60.0,2,44,64.33,78.25,13.92,partial,0,review,M0063,2026-02-12
U00992,Science,Matter,medium,5,5,0,100.0,4,44,100,100,0,mastered,0,continue,M0058,2026-02-25
U00993,Programming,Conditional Logic,easy,15,10,5,66.67,1,16,59.85,68.6,8.75,partial,0,review,M0019,2026-04-11
U00994,Science,Cells,easy,20,9,11,45.0,1,35,51.21,78.28,27.07,weak,1,remedial,M0048,2026-05-15
U00995,Programming,Variables,easy,20,15,5,75.0,1,44,67.29,74.65,7.36,partial,0,review,M0016,2026-01-09
U00996,Digital Literacy,Internet Safety,medium,15,13,2,86.67,1,47,85.63,88.5,2.87,mastered,0,continue,M0063,2026-01-08
U00997,Digital Literacy,Internet Safety,hard,20,13,7,65.0,1,64,59.72,62.76,3.04,partial,0,review,M0061,2026-03-17
U00998,Mathematics,Fractions,medium,15,10,5,66.67,1,32,63.54,70.74,7.2,partial,0,review,M0002,2026-01-15
U00999,Business,Customer Service,medium,20,7,13,35.0,3,67,34.53,65.45,30.92,weak,1,remedial,M0083,2026-01-18
U01000,English,Grammar,easy,10,8,2,80.0,1,31,81.48,84.22,2.74,mastered,0,continue,M0034,2026-03-20
U01001,English,Tenses,medium,10,1,9,10.0,2,51,14.43,29.47,15.04,weak,1,remedial,M0042,2026-05-14
U01002,Digital Literacy,Online Collaboration,easy,10,2,8,20.0,3,41,19.67,51.77,32.1,weak,1,remedial,M0072,2026-02-02
U01003,Science,Cells,medium,15,0,15,0.0,3,62,3.15,14.43,11.28,weak,1,remedial,M0048,2026-01-03
U01004,Business,Marketing Basics,medium,20,11,9,55.0,4,54,58.74,74.98,16.24,weak,1,remedial,M0078,2026-05-12
U01005,Programming,Data Structures,medium,5,0,5,0.0,1,51,0,23.16,23.16,weak,1,remedial,M0028,2026-03-20
U01006,Business,Marketing Basics,medium,10,1,9,10.0,1,37,4.51,19.28,14.77,weak,1,remedial,M0078,2026-05-09
U01007,English,Reading Comprehension,easy,10,5,5,50.0,1,26,43.9,69.48,25.58,weak,1,remedial,M0037,2026-03-09
U01008,Digital Literacy,Internet Safety,easy,10,8,2,80.0,1,23,76.02,76.99,0.97,mastered,0,continue,M0062,2026-03-09
U01009,English,Writing,easy,20,10,10,50.0,1,30,54.98,73.48,18.5,weak,1,remedial,M0044,2026-01-14
U01010,Programming,Functions,easy,15,11,4,73.33,1,40,75.9,88.74,12.84,partial,0,review,M0025,2026-04-19
U01011,Digital Literacy,Internet Safety,easy,10,4,6,40.0,1,25,36.95,47.78,10.83,weak,1,remedial,M0062,2026-05-02
U01012,Programming,Variables,medium,5,3,2,60.0,1,35,62.38,67.14,4.76,partial,0,review,M0016,2026-03-28
U01013,Programming,Variables,medium,10,0,10,0.0,2,39,0.76,14.39,13.63,weak,1,remedial,M0017,2026-02-19
U01014,Programming,Conditional Logic,medium,5,5,0,100.0,1,41,100,100,0,mastered,0,continue,M0019,2026-05-26
U01015,Science,Cells,medium,15,12,3,80.0,5,81,80.22,83.25,3.03,mastered,0,continue,M0046,2026-05-20
U01016,English,Grammar,medium,5,2,3,40.0,4,68,32.53,52.21,19.68,weak,1,remedial,M0036,2026-04-12
U01017,Digital Literacy,Basic Troubleshooting,easy,10,2,8,20.0,1,28,17.97,45.11,27.14,weak,1,remedial,M0073,2026-04-13
U01018,Mathematics,Fractions,medium,5,3,2,60.0,3,44,52.88,65.8,12.92,partial,0,review,M0001,2026-03-14
U01019,Programming,Conditional Logic,medium,15,13,2,86.67,1,32,81.29,85.1,3.81,mastered,0,continue,M0021,2026-02-28
U01020,Business,Business Communication,easy,5,0,5,0.0,2,25,6.99,32.99,26.0,weak,1,remedial,M0090,2026-04-19
U01021,English,Writing,hard,20,8,12,40.0,1,37,44.03,72.57,28.54,weak,1,remedial,M0045,2026-04-25
U01022,Science,Matter,easy,20,13,7,65.0,2,40,63.99,69.18,5.19,partial,0,review,M0059,2026-03-04
U01023,English,Grammar,hard,5,1,4,20.0,2,61,15.56,29.71,14.15,weak,1,remedial,M0034,2026-04-02
U01024,Digital Literacy,Online Collaboration,easy,10,3,7,30.0,2,36,24.15,42.52,18.37,weak,1,remedial,M0071,2026-03-17
U01025,Digital Literacy,Data Privacy,hard,20,2,18,10.0,3,43,8.78,40.39,31.61,weak,1,remedial,M0065,2026-05-09
U01026,Digital Literacy,Basic Troubleshooting,medium,20,8,12,40.0,1,24,41.64,54.41,12.77,weak,1,remedial,M0074,2026-05-16
U01027,English,Reading Comprehension,medium,10,5,5,50.0,2,41,42.48,60.38,17.9,weak,1,remedial,M0037,2026-01-27
U01028,Science,Cells,easy,10,9,1,90.0,4,55,87.63,88.57,0.94,mastered,0,continue,M0046,2026-01-27
U01029,Programming,Variables,easy,5,5,0,100.0,2,25,98.03,99.8,1.77,mastered,0,continue,M0017,2026-03-17
U01030,Mathematics,Linear Equations,hard,10,4,6,40.0,3,58,40.42,58.17,17.75,weak,1,remedial,M0015,2026-05-09
U01031,Programming,Data Structures,hard,20,4,16,20.0,1,37,12.46,28.54,16.08,weak,1,remedial,M0028,2026-05-10
U01032,Science,Ecosystem,medium,15,6,9,40.0,2,47,42.31,71.49,29.18,weak,1,remedial,M0055,2026-03-07
U01033,English,Grammar,easy,15,15,0,100.0,1,16,100,100,0,mastered,0,continue,M0035,2026-04-28
U01034,Business,Marketing Basics,easy,5,2,3,40.0,1,20,38.26,67.93,29.67,weak,1,remedial,M0077,2026-04-08
U01035,Digital Literacy,Internet Safety,easy,15,10,5,66.67,2,49,68.16,81.26,13.1,partial,0,review,M0061,2026-04-18
U01036,English,Vocabulary,medium,5,5,0,100.0,1,34,100,100,0,mastered,0,continue,M0032,2026-02-06
U01037,Digital Literacy,Data Privacy,easy,20,12,8,60.0,2,24,57.93,65.34,7.41,partial,0,review,M0065,2026-03-24
U01038,Business,Financial Literacy,medium,20,14,6,70.0,1,33,75.98,86.3,10.32,partial,0,review,M0081,2026-02-17
U01039,Mathematics,Geometry,hard,15,7,8,46.67,3,64,54.54,86.49,31.95,weak,1,remedial,M0008,2026-01-03
U01040,Business,Financial Literacy,medium,20,14,6,70.0,2,48,77.28,89.66,12.38,partial,0,review,M0079,2026-03-19
U01041,Business,Financial Literacy,easy,15,9,6,60.0,1,26,60.97,65.92,4.95,partial,0,review,M0081,2026-01-13
U01042,Digital Literacy,Basic Troubleshooting,medium,5,4,1,80.0,1,58,75.47,77.07,1.6,mastered,0,continue,M0075,2026-02-22
U01043,Mathematics,Statistics,hard,10,4,6,40.0,1,30,36.65,54.68,18.03,weak,1,remedial,M0010,2026-01-29
U01044,Programming,Conditional Logic,medium,5,3,2,60.0,1,38,52.93,64.52,11.59,partial,0,review,M0020,2026-03-30
U01045,Business,Financial Literacy,medium,20,7,13,35.0,1,40,32.53,57.72,25.19,weak,1,remedial,M0080,2026-04-12
U01046,Science,Matter,easy,10,9,1,90.0,1,29,96.23,100,3.77,mastered,0,continue,M0059,2026-03-15
U01047,Business,Business Communication,medium,10,8,2,80.0,1,30,75.39,79.24,3.85,mastered,0,continue,M0090,2026-04-18
U01048,Mathematics,Algebra Basics,hard,10,5,5,50.0,1,65,50.3,70.63,20.33,weak,1,remedial,M0005,2026-05-13
U01049,Science,Ecosystem,hard,15,5,10,33.33,1,44,31.96,51.49,19.53,weak,1,remedial,M0055,2026-03-20
U01050,Science,Cells,hard,20,5,15,25.0,2,55,27.11,44.98,17.87,weak,1,remedial,M0047,2026-05-26
U01051,English,Tenses,medium,5,1,4,20.0,1,55,27.45,48.58,21.13,weak,1,remedial,M0040,2026-04-10
U01052,Digital Literacy,Data Privacy,medium,5,4,1,80.0,1,50,84.86,88.81,3.95,mastered,0,continue,M0064,2026-03-03
U01053,English,Writing,medium,15,6,9,40.0,3,67,39.62,67.0,27.38,weak,1,remedial,M0044,2026-04-22
U01054,Programming,Functions,easy,5,5,0,100.0,2,35,100,100,0,mastered,0,continue,M0027,2026-02-28
U01055,Programming,Functions,easy,20,9,11,45.0,3,45,51.19,83.49,32.3,weak,1,remedial,M0025,2026-02-24
U01056,Science,Force and Motion,medium,20,10,10,50.0,1,21,56.92,90.32,33.4,weak,1,remedial,M0050,2026-05-28
U01057,Mathematics,Fractions,hard,5,1,4,20.0,2,54,24.28,56.11,31.83,weak,1,remedial,M0002,2026-02-24
U01058,Business,Business Communication,hard,15,9,6,60.0,1,41,54.66,63.46,8.8,partial,0,review,M0090,2026-01-16
U01059,Digital Literacy,Online Collaboration,medium,20,16,4,80.0,3,33,80.44,83.0,2.56,mastered,0,continue,M0072,2026-04-17
U01060,Business,Entrepreneurship,medium,10,0,10,0.0,1,40,2.95,28.34,25.39,weak,1,remedial,M0086,2026-01-16
U01061,Science,Energy,medium,15,12,3,80.0,1,48,87.87,89.0,1.13,mastered,0,continue,M0052,2026-02-02
U01062,Business,Entrepreneurship,medium,15,8,7,53.33,2,43,47.28,65.84,18.56,weak,1,remedial,M0087,2026-02-21
U01063,Science,Matter,medium,5,0,5,0.0,1,44,0.52,19.39,18.87,weak,1,remedial,M0059,2026-02-10
U01064,Digital Literacy,Data Privacy,medium,10,5,5,50.0,1,38,56.34,71.45,15.11,weak,1,remedial,M0065,2026-01-03
U01065,English,Grammar,easy,10,8,2,80.0,1,15,82.02,85.78,3.76,mastered,0,continue,M0036,2026-01-30
U01066,Science,Ecosystem,medium,20,10,10,50.0,2,42,46.21,80.25,34.04,weak,1,remedial,M0057,2026-05-23
U01067,Programming,Data Structures,easy,20,10,10,50.0,1,5,49.91,71.69,21.78,weak,1,remedial,M0029,2026-05-26
U01068,Digital Literacy,Basic Troubleshooting,medium,10,6,4,60.0,1,47,61.16,75.99,14.83,partial,0,review,M0073,2026-03-07
U01069,Digital Literacy,File Management,hard,15,0,15,0.0,1,36,0,19.76,19.76,weak,1,remedial,M0068,2026-02-22
U01070,Business,Financial Literacy,easy,10,10,0,100.0,3,18,95.33,99.62,4.29,mastered,0,continue,M0079,2026-04-16
U01071,English,Reading Comprehension,hard,20,11,9,55.0,2,53,53.97,78.34,24.37,weak,1,remedial,M0038,2026-03-07
U01072,Science,Force and Motion,medium,10,3,7,30.0,3,58,26.85,48.08,21.23,weak,1,remedial,M0049,2026-05-16
U01073,Digital Literacy,Basic Troubleshooting,easy,20,15,5,75.0,1,37,68.63,75.9,7.27,partial,0,review,M0073,2026-03-02
U01074,Digital Literacy,Online Collaboration,easy,5,3,2,60.0,1,30,58.89,72.86,13.97,partial,0,review,M0070,2026-01-21
U01075,Science,Cells,easy,5,1,4,20.0,2,39,24.61,42.18,17.57,weak,1,remedial,M0047,2026-05-14
U01076,Digital Literacy,Data Privacy,easy,15,6,9,40.0,1,29,39.45,73.53,34.08,weak,1,remedial,M0064,2026-04-06
U01077,Digital Literacy,Internet Safety,medium,5,2,3,40.0,1,21,39.88,61.96,22.08,weak,1,remedial,M0063,2026-01-03
U01078,Business,Customer Service,medium,10,9,1,90.0,2,44,85.32,86.02,0.7,mastered,0,continue,M0082,2026-03-13
U01079,Digital Literacy,File Management,easy,10,2,8,20.0,1,21,13.7,40.96,27.26,weak,1,remedial,M0067,2026-04-17
U01080,Business,Financial Literacy,medium,10,9,1,90.0,1,36,92.69,95.92,3.23,mastered,0,continue,M0079,2026-02-26
U01081,Programming,Variables,easy,15,10,5,66.67,1,32,59.44,65.9,6.46,partial,0,review,M0016,2026-03-30
U01082,Programming,Variables,easy,5,3,2,60.0,3,23,66.02,77.44,11.42,partial,0,review,M0018,2026-05-08
U01083,Mathematics,Geometry,easy,10,6,4,60.0,1,20,55.53,65.95,10.42,partial,0,review,M0009,2026-03-31
U01084,Digital Literacy,Internet Safety,medium,10,8,2,80.0,2,53,84.04,87.06,3.02,mastered,0,continue,M0063,2026-03-30
U01085,Programming,Variables,easy,15,13,2,86.67,1,37,88.22,88.86,0.64,mastered,0,continue,M0017,2026-05-21
U01086,Digital Literacy,Online Collaboration,medium,5,3,2,60.0,5,63,55.3,66.9,11.6,partial,0,review,M0070,2026-03-24
U01087,Programming,Loops,easy,10,4,6,40.0,1,15,46.35,64.61,18.26,weak,1,remedial,M0022,2026-02-18
U01088,Business,Marketing Basics,medium,15,9,6,60.0,4,41,64.92,74.38,9.46,partial,0,review,M0077,2026-05-12
U01089,Programming,Loops,medium,10,10,0,100.0,1,34,100,100,0,mastered,0,continue,M0023,2026-03-30
U01090,Science,Matter,medium,20,19,1,95.0,2,36,99.12,100,0.88,mastered,0,continue,M0059,2026-01-12
U01091,Programming,Loops,easy,10,6,4,60.0,3,27,54.07,64.58,10.51,partial,0,review,M0023,2026-02-23
U01092,Mathematics,Algebra Basics,medium,20,19,1,95.0,2,50,91.34,92.36,1.02,mastered,0,continue,M0004,2026-05-03
U01093,Mathematics,Fractions,medium,15,7,8,46.67,3,39,47.05,59.36,12.31,weak,1,remedial,M0002,2026-05-12
U01094,Science,Cells,hard,10,4,6,40.0,1,35,41.63,58.23,16.6,weak,1,remedial,M0046,2026-04-23
U01095,Mathematics,Geometry,medium,5,4,1,80.0,1,24,87.71,89.48,1.77,mastered,0,continue,M0007,2026-01-01
U01096,Business,Entrepreneurship,medium,10,2,8,20.0,3,64,21.58,36.52,14.94,weak,1,remedial,M0085,2026-03-18
U01097,Business,Customer Service,medium,20,15,5,75.0,1,53,78.99,87.6,8.61,partial,0,review,M0084,2026-01-23
U01098,Science,Cells,easy,10,6,4,60.0,1,44,53.67,65.83,12.16,partial,0,review,M0047,2026-02-19
U01099,Business,Entrepreneurship,easy,20,14,6,70.0,2,32,68.5,75.86,7.36,partial,0,review,M0085,2026-01-09
U01100,Mathematics,Fractions,easy,5,2,3,40.0,1,20,43.62,77.39,33.77,weak,1,remedial,M0001,2026-04-09
U01101,English,Tenses,medium,5,3,2,60.0,2,54,62.66,70.31,7.65,partial,0,review,M0040,2026-01-10
U01102,Digital Literacy,Online Collaboration,easy,10,7,3,70.0,2,33,67.79,78.97,11.18,partial,0,review,M0072,2026-02-20
U01103,Programming,Functions,medium,5,1,4,20.0,1,49,17.45,40.16,22.71,weak,1,remedial,M0027,2026-05-18
U01104,Business,Business Communication,medium,5,0,5,0.0,3,48,0,15.31,15.31,weak,1,remedial,M0090,2026-02-19
U01105,Science,Energy,easy,20,6,14,30.0,4,58,33.47,46.71,13.24,weak,1,remedial,M0052,2026-04-04
U01106,Programming,Functions,medium,5,2,3,40.0,3,40,37.59,61.44,23.85,weak,1,remedial,M0025,2026-05-04
U01107,Digital Literacy,Internet Safety,medium,10,5,5,50.0,4,57,56.08,71.54,15.46,weak,1,remedial,M0063,2026-03-07
U01108,Mathematics,Geometry,easy,10,4,6,40.0,4,49,47.23,79.82,32.59,weak,1,remedial,M0007,2026-05-27
U01109,Digital Literacy,Online Collaboration,easy,15,10,5,66.67,2,38,62.45,75.46,13.01,partial,0,review,M0071,2026-01-23
U01110,English,Reading Comprehension,easy,15,12,3,80.0,2,43,82.18,86.75,4.57,mastered,0,continue,M0039,2026-01-31
U01111,Programming,Data Structures,easy,20,16,4,80.0,3,29,85.1,86.44,1.34,mastered,0,continue,M0029,2026-01-10
U01112,Science,Matter,easy,15,8,7,53.33,4,64,54.2,84.68,30.48,weak,1,remedial,M0058,2026-04-10
U01113,English,Grammar,medium,5,2,3,40.0,4,70,32.38,67.28,34.9,weak,1,remedial,M0036,2026-01-09
U01114,Science,Energy,medium,15,7,8,46.67,1,38,48.23,73.06,24.83,weak,1,remedial,M0053,2026-03-12
U01115,Mathematics,Algebra Basics,medium,10,3,7,30.0,2,46,30.45,43.56,13.11,weak,1,remedial,M0006,2026-01-09
U01116,Digital Literacy,Data Privacy,hard,5,3,2,60.0,3,55,56.33,67.93,11.6,partial,0,review,M0066,2026-03-25
U01117,Programming,Data Structures,hard,15,9,6,60.0,1,45,52.86,62.02,9.16,partial,0,review,M0030,2026-04-19
U01118,Business,Business Communication,easy,15,9,6,60.0,1,33,65.61,75.76,10.15,partial,0,review,M0089,2026-03-30
U01119,English,Writing,medium,10,6,4,60.0,4,42,53.88,59.48,5.6,partial,0,review,M0044,2026-02-07
U01120,English,Writing,hard,10,8,2,80.0,4,79,78.98,79.64,0.66,mastered,0,continue,M0045,2026-05-25
U01121,English,Tenses,medium,20,7,13,35.0,4,54,32.42,66.43,34.01,weak,1,remedial,M0041,2026-05-23
U01122,Programming,Loops,medium,15,13,2,86.67,1,36,85.35,88.94,3.59,mastered,0,continue,M0023,2026-02-21
U01123,Mathematics,Statistics,easy,15,9,6,60.0,5,64,64.2,69.56,5.36,partial,0,review,M0010,2026-01-24
U01124,Mathematics,Geometry,hard,10,6,4,60.0,2,55,59.16,64.19,5.03,partial,0,review,M0009,2026-01-17
U01125,Digital Literacy,Basic Troubleshooting,medium,15,11,4,73.33,3,44,65.81,74.37,8.56,partial,0,review,M0075,2026-02-19
U01126,Business,Financial Literacy,medium,20,5,15,25.0,2,49,20.14,37.12,16.98,weak,1,remedial,M0079,2026-04-07
U01127,Digital Literacy,Internet Safety,hard,20,10,10,50.0,1,61,43.03,65.9,22.87,weak,1,remedial,M0062,2026-03-19
U01128,Business,Business Communication,hard,20,8,12,40.0,1,45,36.09,61.13,25.04,weak,1,remedial,M0088,2026-04-17
U01129,Programming,Conditional Logic,medium,15,10,5,66.67,2,35,65.21,75.74,10.53,partial,0,review,M0019,2026-02-27
U01130,English,Writing,easy,5,3,2,60.0,2,21,63.47,75.82,12.35,partial,0,review,M0043,2026-02-23
U01131,Programming,Data Structures,easy,20,3,17,15.0,5,57,21.46,44.06,22.6,weak,1,remedial,M0028,2026-01-12
U01132,English,Vocabulary,medium,20,13,7,65.0,1,32,63.58,71.36,7.78,partial,0,review,M0031,2026-02-14
U01133,Programming,Conditional Logic,medium,20,4,16,20.0,5,66,13.33,36.39,23.06,weak,1,remedial,M0020,2026-04-27
U01134,Business,Business Communication,easy,10,8,2,80.0,1,5,76.75,77.48,0.73,mastered,0,continue,M0088,2026-05-16
U01135,Programming,Variables,easy,10,5,5,50.0,2,37,51.71,66.47,14.76,weak,1,remedial,M0017,2026-04-04
U01136,Business,Financial Literacy,easy,20,12,8,60.0,3,38,61.96,71.58,9.62,partial,0,review,M0081,2026-02-27
U01137,Programming,Data Structures,medium,5,3,2,60.0,3,67,55.82,67.98,12.16,partial,0,review,M0028,2026-01-15
U01138,Business,Customer Service,medium,5,4,1,80.0,2,41,83.41,84.7,1.29,mastered,0,continue,M0083,2026-01-12
U01139,Science,Energy,medium,15,8,7,53.33,3,38,58.43,78.7,20.27,weak,1,remedial,M0052,2026-04-09
U01140,Business,Marketing Basics,easy,20,10,10,50.0,4,53,54.56,66.68,12.12,weak,1,remedial,M0078,2026-05-31
U01141,Science,Force and Motion,medium,10,7,3,70.0,3,56,75.06,88.19,13.13,partial,0,review,M0049,2026-04-05
U01142,Science,Force and Motion,hard,20,8,12,40.0,4,72,42.67,76.3,33.63,weak,1,remedial,M0051,2026-05-21
U01143,English,Grammar,medium,15,7,8,46.67,1,52,42.6,66.48,23.88,weak,1,remedial,M0036,2026-02-25
U01144,Mathematics,Geometry,medium,10,4,6,40.0,1,42,34.52,59.29,24.77,weak,1,remedial,M0009,2026-05-31
U01145,Programming,Loops,medium,5,4,1,80.0,3,43,83.54,87.76,4.22,mastered,0,continue,M0023,2026-01-15
U01146,English,Reading Comprehension,hard,20,10,10,50.0,1,43,52.3,87.1,34.8,weak,1,remedial,M0037,2026-03-07
U01147,Programming,Conditional Logic,medium,20,11,9,55.0,4,76,59.8,82.42,22.62,weak,1,remedial,M0021,2026-04-17
U01148,Digital Literacy,Basic Troubleshooting,medium,10,8,2,80.0,2,45,85.93,90.12,4.19,mastered,0,continue,M0074,2026-02-11
U01149,Science,Force and Motion,easy,15,13,2,86.67,1,41,79.46,82.77,3.31,mastered,0,continue,M0050,2026-01-13
U01150,Programming,Data Structures,medium,5,3,2,60.0,2,39,59.8,67.59,7.79,partial,0,review,M0029,2026-05-12
U01151,Mathematics,Linear Equations,easy,15,8,7,53.33,2,28,54.11,78.26,24.15,weak,1,remedial,M0015,2026-03-26
U01152,Programming,Loops,medium,10,9,1,90.0,3,37,96.42,99.33,2.91,mastered,0,continue,M0024,2026-01-31
U01153,English,Grammar,medium,10,5,5,50.0,2,42,44.99,74.97,29.98,weak,1,remedial,M0034,2026-03-05
U01154,Business,Entrepreneurship,medium,15,12,3,80.0,5,57,76.64,79.36,2.72,mastered,0,continue,M0087,2026-01-04
U01155,Business,Financial Literacy,easy,15,8,7,53.33,3,34,55.91,80.66,24.75,weak,1,remedial,M0081,2026-05-07
U01156,Business,Entrepreneurship,medium,20,8,12,40.0,3,39,34.2,51.11,16.91,weak,1,remedial,M0086,2026-03-30
U01157,English,Vocabulary,medium,10,3,7,30.0,4,41,32.02,61.45,29.43,weak,1,remedial,M0032,2026-05-21
U01158,Business,Entrepreneurship,medium,20,19,1,95.0,5,41,87.05,89.45,2.4,mastered,0,continue,M0085,2026-05-23
U01159,Digital Literacy,File Management,medium,20,14,6,70.0,2,42,68.62,79.53,10.91,partial,0,review,M0068,2026-01-29
U01160,Business,Marketing Basics,easy,20,13,7,65.0,3,46,71.14,84.05,12.91,partial,0,review,M0076,2026-02-25
U01161,Business,Business Communication,easy,5,2,3,40.0,2,36,47.27,60.27,13.0,weak,1,remedial,M0088,2026-04-23
U01162,Business,Customer Service,hard,20,12,8,60.0,2,32,57.96,62.07,4.11,partial,0,review,M0082,2026-01-12
U01163,Programming,Variables,medium,15,4,11,26.67,1,42,26.6,41.93,15.33,weak,1,remedial,M0016,2026-03-20
U01164,English,Grammar,easy,20,14,6,70.0,3,50,73.37,85.98,12.61,partial,0,review,M0036,2026-05-24
U01165,Digital Literacy,Basic Troubleshooting,medium,20,14,6,70.0,3,40,75.25,80.93,5.68,partial,0,review,M0073,2026-05-18
U01166,Digital Literacy,Internet Safety,medium,20,20,0,100.0,1,25,98.57,100,1.43,mastered,0,continue,M0062,2026-04-27
U01167,Mathematics,Algebra Basics,hard,20,7,13,35.0,2,57,42.57,55.22,12.65,weak,1,remedial,M0004,2026-01-10
U01168,Science,Force and Motion,medium,5,4,1,80.0,1,35,87.08,87.19,0.11,mastered,0,continue,M0051,2026-03-21
U01169,Digital Literacy,Online Collaboration,medium,5,3,2,60.0,2,40,52.25,56.66,4.41,partial,0,review,M0071,2026-04-30
U01170,Mathematics,Algebra Basics,easy,15,13,2,86.67,3,43,82.31,87.22,4.91,mastered,0,continue,M0005,2026-04-24
U01171,Digital Literacy,Basic Troubleshooting,hard,10,7,3,70.0,4,58,63.55,76.0,12.45,partial,0,review,M0073,2026-04-29
U01172,English,Writing,easy,20,10,10,50.0,4,31,52.24,62.93,10.69,weak,1,remedial,M0043,2026-05-06
U01173,Mathematics,Algebra Basics,medium,10,3,7,30.0,1,40,31.78,48.53,16.75,weak,1,remedial,M0004,2026-04-16
U01174,Business,Marketing Basics,medium,15,7,8,46.67,1,26,44.24,55.64,11.4,weak,1,remedial,M0076,2026-03-27
U01175,Business,Financial Literacy,medium,5,1,4,20.0,3,39,25.16,57.96,32.8,weak,1,remedial,M0080,2026-02-16
U01176,English,Tenses,medium,20,17,3,85.0,1,52,87.43,88.88,1.45,mastered,0,continue,M0041,2026-01-06
U01177,Digital Literacy,Internet Safety,easy,5,5,0,100.0,2,44,100,100,0,mastered,0,continue,M0062,2026-01-08
U01178,Science,Matter,easy,10,5,5,50.0,2,36,51.56,84.92,33.36,weak,1,remedial,M0059,2026-03-10
U01179,Programming,Functions,medium,15,3,12,20.0,2,55,25.81,55.84,30.03,weak,1,remedial,M0026,2026-01-28
U01180,Digital Literacy,Data Privacy,easy,10,1,9,10.0,1,20,10.84,26.63,15.79,weak,1,remedial,M0064,2026-02-01
U01181,Mathematics,Geometry,easy,10,6,4,60.0,4,31,54.92,65.42,10.5,partial,0,review,M0008,2026-03-09
U01182,Programming,Conditional Logic,hard,20,2,18,10.0,3,60,5.47,27.89,22.42,weak,1,remedial,M0020,2026-04-02
U01183,Science,Force and Motion,easy,5,5,0,100.0,1,34,100,100,0,mastered,0,continue,M0049,2026-03-12
U01184,Mathematics,Geometry,medium,5,4,1,80.0,2,38,72.3,75.34,3.04,mastered,0,continue,M0008,2026-02-08
U01185,Programming,Variables,medium,20,4,16,20.0,1,44,20.61,50.47,29.86,weak,1,remedial,M0016,2026-03-14
U01186,Mathematics,Statistics,easy,10,9,1,90.0,1,19,87.36,88.84,1.48,mastered,0,continue,M0011,2026-02-15
U01187,Programming,Functions,medium,15,13,2,86.67,4,56,83.4,87.75,4.35,mastered,0,continue,M0027,2026-03-15
U01188,Mathematics,Statistics,medium,20,11,9,55.0,1,45,56.27,79.72,23.45,weak,1,remedial,M0011,2026-02-25
U01189,Science,Ecosystem,easy,10,7,3,70.0,1,20,75.41,82.89,7.48,partial,0,review,M0057,2026-02-15
